Nome: CHAPECO
Codigo Estacao: A895
Latitude: -27.0853111
Longitude: -52.6357111
Altitude: 679
Situacao: Operante
Data Inicial: 2019-02-18
Data Final: 2024-11-30
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2020-04-04;0;24;16.6;9.5;67.8;7;2.2;
2020-04-05;0;29.2;21;12.5;52.2;9.5;3.1;
2020-04-06;7.2;24;19.5;16.2;77.3;19.6;3.1;
2020-04-07;29.2;20.6;16.6;14;83.7;8.2;2.5;
2020-04-08;0;21.9;14.6;9.4;54.3;7.4;3.1;
2020-04-09;0;21.2;14.9;9.4;57.4;10.7;4.3;
2020-04-10;0;20.8;15.3;10.7;63.2;10.3;4.1;
2020-04-11;0;23.1;16.5;11.2;60.5;10;3.9;
2020-04-12;0;26.5;18.8;11.8;58.1;9.2;3.5;
2020-04-13;0;28.2;20.5;14.6;62.4;9.6;3.4;
2020-04-14;42.4;22.5;16;15;82.3;18.1;4;
2020-04-15;0;18.1;12.1;7.7;70.5;8.6;2.6;
2020-04-16;0;20.4;14.2;6.2;57.7;7.3;2;
2020-04-17;0;22.1;15.7;9.6;60.4;12.1;3.5;
2020-04-18;0;23.8;17.4;11.9;68.2;9.1;3.5;
2020-04-19;0;25.3;18.2;12.8;65.7;7.7;3.1;
2020-04-20;0;25.5;18.6;13.3;66.1;6.7;2.9;
2020-04-21;0;25.6;20;14.8;63.9;6.5;2.6;
2020-04-22;0;26.7;20.1;13.8;63.1;7.4;2.3;
2020-04-23;0;27.1;20.3;14.6;59.9;6.9;2.8;
2020-04-24;0;26.3;20.3;15;51.3;9.8;3.2;
2020-04-25;0;30.7;22.2;15.3;57;10.9;3.5;
2020-04-26;0;30.4;24.1;18.3;58.9;7.6;2.9;
2020-04-27;0;26.9;21.5;17.4;64.3;10.1;3.5;
2020-04-28;0;28;21.7;16;60.9;11.5;3.6;
2020-04-29;0;28.6;22.1;16.8;60.7;8.1;2.9;
2020-04-30;0;27;22.1;16.9;70.3;7.6;1.8;
2020-05-01;0;22.3;17.8;15.8;76.5;11.5;2.7;
2020-05-02;4.6;20.9;16;10.4;74.2;9.3;1.8;
2020-05-03;0;23.1;15.4;9.5;63.3;8.5;3.2;
2020-05-04;0;26.2;18.7;12.8;58.3;9.5;3.1;
2020-05-05;15.2;21.4;16;14;87;11.6;3.1;
2020-05-06;16;15.3;12.7;10.7;82;10.5;3.6;
2020-05-07;.2;16;9.8;5.1;74.6;9.2;2.5;
2020-05-08;0;20.8;12.4;4.9;67;8.8;2.8;
2020-05-09;0;23.4;15.6;8.9;63.1;8.8;3.7;
2020-05-10;0;25.6;19.2;13.2;57;13;3.8;
2020-05-11;0;27.8;21.4;15.7;54.3;12.8;4.1;
2020-05-12;0;23;19.7;19;69.7;10.7;3.6;
2020-05-13;15;17.8;16.7;15.8;95.8;9.4;1.8;
2020-05-14;26.2;18.4;14.9;13;78.9;8.5;3;
2020-05-15;0;19.4;12.2;5.8;72.7;7.6;2.8;
2020-05-16;0;20.7;12.6;6.4;71.1;4.5;1.6;
2020-05-17;0;23.6;15.5;7.8;54.3;6.2;2.9;
2020-05-18;0;26.6;18.1;9.4;57.5;7.7;3.4;
2020-05-19;0;25.6;18.8;13.8;56.6;6.7;2.9;
2020-05-20;0;27.1;19.9;13.8;63.5;12.3;3.5;
2020-05-21;0;25.9;21.8;17.6;56.8;14.6;6.1;
2020-05-22;77.2;23.5;18.2;16.8;89.3;15.1;5;
2020-05-23;25;16.7;11.4;8.5;92.9;14.9;6.1;
2020-05-24;5.8;13.5;11.2;9.4;94.6;11;3.3;
2020-05-25;.4;16.5;11.4;6.9;80;12.3;4.2;
2020-05-26;0;14.3;10.3;7.1;80.8;6.7;2.3;
2020-05-27;0;18.4;11.7;5.5;74.7;6.7;2.3;
2020-05-28;0;23.5;15;7.4;65.6;7.9;3.7;
2020-05-29;0;22.5;15.7;7.8;61.1;8.5;2.6;
2020-05-30;0;22.8;15.9;7.2;60;7.2;3.2;
2020-05-31;0;20.6;16.7;11.1;67.8;6;2.6;
2020-06-01;1.2;16.1;12.6;12.2;96;6.1;2;
2020-06-02;.2;15.6;10.8;8.5;83.1;8.3;1.8;
2020-06-03;.2;21.2;11.3;5.6;83.4;8.2;3.2;
2020-06-04;.4;16.6;14.4;6.3;88.6;9.2;3.2;
2020-06-05;22;17.4;15.4;12.7;94.4;15.7;4;
2020-06-06;35.8;14.7;10.5;8.7;90.5;13.8;5.3;
2020-06-07;.2;17.7;13.1;9.2;84.3;8.3;3.5;
2020-06-08;.2;22.1;14.3;8.6;85.5;5.9;2.8;
2020-06-09;9;20.6;18.9;12;93.8;8.5;2.6;
2020-06-10;54;21.1;18.9;17.5;95.8;13.3;2.7;
2020-06-11;118;25;20.9;18.2;91.2;14.1;3;
2020-06-12;4.6;26.7;22;18.7;75.1;13.8;5.2;
2020-06-13;0;22.3;17.4;18.2;85;12.7;4;
2020-06-14;17.2;15.6;11;6.7;72.7;11.4;4.1;
2020-06-15;.2;22.8;16;7.9;79.4;7.9;3.9;
2020-06-16;0;24.1;18.1;13.9;75.9;7.5;3.6;
2020-06-17;0;25.1;19.6;16.1;67.8;13.5;5.1;
2020-06-18;0;24.7;20.7;18.3;66.6;16.8;6.5;
2020-06-19;0;25.6;21.2;17.7;69.1;14.2;5.5;
2020-06-20;0;27;21.9;18.3;64;12.7;5.5;
2020-06-21;0;26.8;22;18.7;55.7;14.6;5.2;
2020-06-22;0;26.8;21.3;16.5;57.5;8.4;3.3;
2020-06-23;0;26.2;21.6;18.2;52.9;13;5;
2020-06-24;0;26.4;21;17.2;51.6;16;6.8;
2020-06-25;9.2;22;17.3;15.5;78.7;17.2;5.9;
2020-06-26;16.2;13.1;9.4;6.6;81.9;9.8;3.7;
2020-06-27;.2;14.7;11;8.1;83.7;12.1;4.3;
2020-06-28;0;16.4;12.2;9.9;86.8;8.5;3.3;
2020-06-29;.2;16.2;11.8;9.2;83.5;13;4;
2020-06-30;7;20.7;15.8;10.2;81.9;30.1;8.1;
2020-07-01;38.2;12.5;8.6;6.9;85;16.6;5.6;
2020-07-02;1.2;10.2;7.7;6.2;87.9;7.2;2.4;
2020-07-03;0;12.9;6.6;1;82.2;5.2;2.2;
2020-07-04;.2;20.6;12.5;3.7;57.7;9.9;4.1;
2020-07-05;0;23.9;18.6;10.5;66.9;14.7;5.6;
2020-07-06;17.4;19.3;17.1;15.2;91.6;7;3.1;
2020-07-07;.4;23.6;19;16.1;84.6;14.4;4.8;
2020-07-08;55.8;15.8;12.2;10.3;95.2;13.1;4.7;
2020-07-09;.8;13.2;9;5.9;83.2;8.3;2.5;
2020-07-10;0;21.8;12.3;3.6;66.9;11;4.8;
2020-07-11;1.8;22.5;18.8;6.2;72.8;12.6;4.5;
2020-07-12;1.4;22.9;20;17.3;73.8;12.5;5.4;
2020-07-13;0;19;16.7;15.8;94;6.4;1.7;
2020-07-14;7.2;15.7;11.2;8.1;73.8;7.8;2.9;
2020-07-15;0;16.2;9.6;2.5;68.8;8.7;4.7;
2020-07-16;0;24.6;16;4;66.6;11.9;4.4;
2020-07-17;10;24.4;17.7;12.5;82.3;13;3.8;
2020-07-18;0;26.9;22;15.2;61.7;11.9;3.9;
2020-07-19;0;26.6;21.7;17.3;58.8;12.2;4.2;
2020-07-20;0;25;19.9;15.7;60.8;10.8;3.6;
2020-07-21;0;25.2;19.9;14.9;55.4;10.2;3.2;
2020-07-22;0;25.3;20.2;15.1;57.3;9.2;3.4;
2020-07-23;0;25.5;20.1;14;55.9;11.1;4.2;
2020-07-24;0;26.5;21.6;17.4;50.1;15;4.8;
2020-07-25;8.6;22.6;10.1;6.7;84.3;15.7;3.7;
2020-07-26;0;16.4;9.9;4.7;83.3;8.1;2.9;
2020-07-27;0;24;19.2;7.6;71.6;9.3;3.9;
2020-07-28;0;20.7;14.6;15.2;84.6;10;4;
2020-07-29;23.8;11.8;8.2;5.2;79.7;9.9;4;
2020-07-30;0;17.4;9.8;4;74.1;11.4;4.1;
2020-07-31;0;21.1;13.3;7.4;71.8;7.5;2.6;
2020-08-01;0;24.1;16.9;11.4;73.1;7.1;3.4;
2020-08-02;0;25.6;18.8;13.8;62.5;6.4;3;
2020-08-03;0;23.6;17.6;10.2;60.9;8;2.9;
2020-08-04;0;23.4;17.7;12;54.1;9.4;3.6;
2020-08-05;0;23.9;17.3;11.3;62.8;8.7;3.3;
2020-08-06;0;24.4;18.1;11.2;60.2;8.1;3.2;
2020-08-07;0;23.7;17.9;12.6;60.5;7.7;3.3;
2020-08-08;0;24.3;17.8;11.6;62.1;7.8;3.1;
2020-08-09;0;25.3;18.8;13.4;54.4;8.7;3.5;
2020-08-10;0;26.5;20.1;13.9;50;12.5;4.3;
2020-08-11;0;24.8;19.5;16.3;58.3;8;2.7;
2020-08-12;2;17.5;13.2;10.8;89.9;12.7;4.8;
2020-08-13;25.8;20.2;16.3;10.5;89.9;8.6;1.7;
2020-08-14;.2;20.6;15.3;11.6;92.9;9.9;3;
2020-08-15;39.8;20.2;15.6;13.2;89.4;21.5;4.5;
2020-08-16;0;19.9;15.1;11.6;84.7;8.9;3.3;
2020-08-17;0;21.3;16.7;12.5;83.8;7.5;2.9;
2020-08-18;0;19;17;14.3;88.7;11.3;3.5;
2020-08-19;38.6;19.6;16.5;15.4;90.8;7.6;2.5;
2020-08-20;11.4;14.1;9.2;7.9;76.6;10.3;4;
2020-08-21;0;10.1;5.3;1;56.7;12.3;4.4;
2020-08-22;0;16.3;8.6;2.3;62.4;8.5;3;
2020-08-23;0;20.8;13.6;6;55.3;12.3;4.6;
2020-08-24;0;23.6;15.8;9.3;61.9;11.5;3.6;
2020-08-25;0;27.1;19;12.6;59;9.2;3.9;
2020-08-26;0;29.1;21.6;14.9;43.1;8.8;3.7;
2020-08-27;0;30.7;24.3;18.7;33.8;9;4.4;
2020-08-28;0;30.2;24.8;19.9;40.7;11.7;4.2;
2020-08-29;0;29.9;25;21.2;44;13.1;4.7;
2020-08-30;0;27.7;22.9;19.3;55.1;7.4;2.8;
2020-08-31;0;28.5;19.2;13.8;76.7;9.4;4.3;
2020-09-01;0;27.4;20.1;15.4;70;10.5;4.7;
2020-09-02;0;28;21.2;16.1;63;12.1;4.4;
2020-09-03;0;23.2;18.3;14.8;84.1;6.9;2.5;
2020-09-04;0;26.8;18;11.6;72.6;5.9;2;
2020-09-05;0;30.9;24;16.4;54.8;11.5;4;
2020-09-06;0;26.3;21.5;20.8;61.9;13;5.1;
2020-09-07;.8;18.7;16.3;15.3;91.3;11.4;4.3;
2020-09-08;12.6;21.3;17.7;15.6;91.3;7.5;3.3;
2020-09-09;0;27.1;21.2;15.7;78.8;6.7;3;
2020-09-10;0;28.4;22.7;18.2;75.1;5.8;2.1;
2020-09-11;0;32.1;24.9;18.4;62.5;12.3;4.1;
2020-09-12;0;28.4;25.5;22.3;49.6;12.3;4.6;
2020-09-13;0;33.7;25.4;18.7;48.5;15.3;5.2;
2020-09-14;0;27.7;20.3;19.5;69.1;8.4;3.1;
2020-09-15;0;18.4;15.1;11.8;80.8;11.2;5.2;
2020-09-16;0;20;16.9;13.8;79.5;13.1;5;
2020-09-17;2.8;21.9;17.5;14.6;84.8;10.5;3;
2020-09-18;0;25.9;19.4;14.5;71.1;8.6;2.3;
2020-09-19;0;27.1;19.9;13.7;63.5;11.8;3.1;
2020-09-20;0;21;15.7;11.7;66.9;8.7;3.8;
2020-09-21;0;20.9;13.8;7.2;56;10.3;4.5;
2020-09-22;0;25.4;16.7;9.2;49.6;8.1;3.3;
2020-09-23;0;26.4;18.8;12.2;60.5;7.4;3.1;
2020-09-24;0;28.6;21.1;14.1;53.3;7.1;2.8;
2020-09-25;0;30.8;23.3;16.1;45.5;10;3.6;
2020-09-26;0;34.8;26.6;20.1;41;13.6;4.8;
2020-09-27;.4;29.8;25.4;22.9;52.4;25.6;4.1;
2020-09-28;23.6;23.5;17.8;13.6;76.9;28.9;3.3;
2020-09-29;0;31.4;21.3;12.6;62.3;11.4;3.8;
2020-09-30;0;35.7;28.3;18.1;54;13.8;4.7;
2020-10-01;0;35.8;28.7;22.5;45.3;12.5;4.7;
2020-10-02;0;36.8;29.9;24.3;41.3;13.2;4.3;
2020-10-03;0;29.7;21;17.4;75;14.7;6.5;
2020-10-04;0;27.5;20.6;15.9;68.8;11.8;5;
2020-10-05;0;30.2;22.1;17.2;69.8;10.5;4.1;
2020-10-06;0;30.6;21.9;15.1;72.8;6;2;
2020-10-07;0;31.3;25.2;18.5;64;10.5;3.2;
2020-10-08;5.2;24.3;19.7;17.4;79.2;8.7;2.9;
2020-10-09;5.6;18.6;17.1;16.3;95.3;9.5;3;
2020-10-10;1;23.9;17;11;73.8;8.9;1.8;
2020-10-11;0;27.7;19.8;11.9;53.2;7.7;2.9;
2020-10-12;0;31.2;23.2;15.8;46.2;10.7;3.5;
2020-10-13;0;28.7;21.9;14.2;46.9;7.7;1.8;
2020-10-14;0;29.2;20.9;14.7;54.8;11.6;3;
2020-10-15;.6;27.8;20.9;16;65.3;8.5;3;
2020-10-16;.2;28.5;21.5;15.3;58.2;8.1;3.2;
2020-10-17;0;27.9;20;12.4;46.5;7.4;3.1;
2020-10-18;0;29;21.6;14;46.6;9.5;3.4;
2020-10-19;0;32.5;23.8;16.1;47.5;7.1;3.1;
2020-10-20;0;32;25.2;19.4;52.6;10.3;3.3;
2020-10-21;0;32.2;26;20.8;51.7;11.7;3.4;
2020-10-22;0;31.5;24.7;18.2;49;9.6;4.1;
2020-10-23;0;30.5;24.1;18;51.4;9.9;3.6;
2020-10-24;0;31;24;18.5;57.4;11.3;3.5;
2020-10-25;0;33;24.7;17.4;56.1;9;3.1;
2020-10-26;0;27.6;22.2;20.8;69.1;12.8;4;
2020-10-27;6.6;24.3;18.2;14.5;75.6;12.4;3.2;
2020-10-28;0;28.6;21.1;12.4;53.3;11.4;2.7;
2020-10-29;0;23.9;20;15;59.3;7.6;2.8;
2020-10-30;0;24.9;18.3;12.9;65;12.7;5.5;
2020-10-31;0;23.2;18.6;15.1;64.5;12.3;4;
2020-11-01;0;25.1;17.7;11.2;61.8;11.5;3.6;
2020-11-02;0;26.2;19.4;12.2;48.1;8.7;2.7;
2020-11-03;0;28;20.6;14.9;45.5;10.9;3.5;
2020-11-04;0;24.5;18.4;12.9;51;12;5.6;
2020-11-05;0;25.4;17.4;10.4;42.7;13.5;5.6;
2020-11-06;0;30.6;21.1;12.7;47.7;11.3;4.4;
2020-11-07;0;33.4;24.9;15.9;35.5;9.6;3.4;
2020-11-08;0;34.1;26.7;19.2;38.4;11;3.3;
2020-11-09;.8;27.9;20.7;18.9;79.6;9.8;3.4;
2020-11-10;6.8;28;21.4;16.2;75.7;8.9;2.8;
2020-11-11;0;28.1;22;19.4;77.5;7.4;2;
2020-11-12;4;26.8;20.9;17.1;75.9;12.5;2.7;
2020-11-13;.2;30.9;23.1;15.7;61.3;8.3;2;
2020-11-14;0;34.3;26.4;19.2;46.7;12.4;3.8;
2020-11-15;0;29;23.8;21.1;60.6;12.4;3.5;
2020-11-16;.6;29.5;20.9;17;80;19.1;2.5;
2020-11-17;3;28.1;20.9;15.4;61.6;9.7;3.5;
2020-11-18;0;22.6;18;14.4;64;13.2;4.4;
2020-11-19;0;27.1;19.8;13.3;60.7;9.4;2.8;
2020-11-20;0;28.5;20.9;14.1;46.1;10.4;3.9;
2020-11-21;0;28.9;21.6;14.5;47.7;11.7;4.2;
2020-11-22;0;31.6;23.9;16;41.5;10.2;3.3;
2020-11-23;0;33.3;25.4;18;43.3;10.6;3.2;
2020-11-24;0;34.1;25.9;18.6;38;10.6;3.4;
2020-11-25;0;36.2;28.2;21.8;41.4;14.9;4.9;
2020-11-26;2.6;30.4;23.2;19.1;73.1;10.8;4.2;
2020-11-27;5.8;28.7;22.4;20;77.4;11.7;4.8;
2020-11-28;16;33.4;25.5;19.6;62.6;13.5;4;
2020-11-29;55.2;24.4;19.3;17.3;87.9;18;4.6;
2020-11-30;43.6;23.1;19.9;16.7;87.8;8.9;2.4;
2020-12-01;.4;31.4;23.7;18.1;71.1;8.2;3;
2020-12-02;0;31.1;24.9;20.5;69.9;18.8;3.5;
2020-12-03;57.6;24.8;20.9;17.8;82.9;20.1;4.6;
2020-12-04;0;26.7;22.1;17.6;74.8;8.1;2.4;
2020-12-05;0;22.8;18.9;17.4;83.7;12.5;5.3;
2020-12-06;0;23.8;18.9;16;78.8;10.7;4;
2020-12-07;0;28.9;21.7;15.3;64.9;7.8;2.5;
2020-12-08;0;30.4;23.6;16.7;57.7;9.7;3.3;
2020-12-09;0;31.4;24.8;18.3;49.4;9.8;3.5;
2020-12-10;0;32.9;25.7;18.7;46.6;9.8;3.3;
2020-12-11;0;33.2;27;21.9;49.6;13.1;4.4;
2020-12-12;0;34.2;26.5;22.2;55.8;15.9;4.2;
2020-12-13;0;31.2;23.8;21.3;68.3;23.9;4.5;
2020-12-14;14.6;27.2;22.2;18.3;79.8;6.1;2;
2020-12-15;.2;30.9;24.6;18.9;65.4;7.6;2.6;
2020-12-16;0;29.5;24.2;20.8;65.5;13.1;2.7;
2020-12-17;0;29.8;23.8;18.5;68;8.6;2.6;
2020-12-18;0;32.1;26;20.8;63.7;9.1;3.1;
2020-12-19;0;32.4;24.5;22.2;74.1;21;5;
2020-12-20;103.4;21.8;20.2;18.6;92.4;9.7;2.7;
2020-12-21;14.2;28.1;22.2;16.5;65.6;8.8;2.9;
2020-12-22;0;29.3;22.7;15.6;47.5;7.6;2.9;
2020-12-23;0;32.4;24.7;18.2;52.2;8;3;
2020-12-24;0;31.5;25.7;20.5;57.3;8;2.8;
2020-12-25;0;30.8;24.5;18.4;54;7.3;3.3;
2020-12-26;0;29.8;24.1;19.2;57.5;9.6;3.1;
2020-12-27;0;30.3;24.2;19.7;63.5;7.6;2.7;
2020-12-28;0;30.7;23.1;19.9;71.8;14.7;5;
2020-12-29;0;31.7;24.2;19.3;69.3;12.1;3.9;
2020-12-30;6.6;30.5;24;19.2;76;10.8;3.9;
2020-12-31;42.2;27.5;23.1;18.6;82.3;13.4;3.4;
2021-01-01;null;null;null;20.4;null;7.9;null;
2021-01-02;null;null;null;null;null;6.9;null;
2021-01-03;null;null;null;null;null;null;null;
2021-01-04;null;null;null;null;null;13.5;null;
2021-01-05;null;25.9;21.9;20.1;81.2;9.2;2.5;
2021-01-06;6.8;27.6;22.7;19.6;83;8.4;2.5;
2021-01-07;.2;27;23.5;20.5;77.6;9.7;2.7;
2021-01-08;18;29.7;24.3;18.9;69.5;8;2;
2021-01-09;.2;30.4;23.7;19.8;71.2;18.2;3.1;
2021-01-10;53.4;30.7;24.5;19.1;75.9;9;2.7;
2021-01-11;0;32.2;27;22.5;66.5;9.6;3.8;
2021-01-12;0;30.5;25.4;22.4;74.8;11.6;3.3;
2021-01-13;0;29.3;24.1;21.2;77;13.5;4.8;
2021-01-14;0;28.5;23.7;20.2;73;10.4;4.7;
2021-01-15;0;31;24.9;20.2;64.9;9.9;4;
2021-01-16;0;27.3;24;21.8;76.5;11.8;4.8;
2021-01-17;32.2;25.9;22.4;20.6;89;14;3.8;
2021-01-18;10.6;24.9;21.4;19.2;84.8;8.2;3.1;
2021-01-19;.2;24.4;20.3;17.8;84.5;10.6;4.2;
2021-01-20;3.8;26.3;21.4;18.6;86.3;9.9;3.5;
2021-01-21;.2;23.5;20.9;19.8;87.8;11;4.1;
2021-01-22;5.2;20.7;19.4;18.7;91.5;10;3.8;
2021-01-23;12.6;28.5;22.1;17.7;82.5;8.2;3.2;
2021-01-24;5;27.4;22.2;19;81.5;12.1;3.7;
2021-01-25;.8;24.4;21;19;89.5;10.9;3.4;
2021-01-26;1.2;26.7;21.9;19.6;83.5;11.5;4.8;
2021-01-27;1.4;26.9;23.4;21.3;77.4;15.7;6.4;
2021-01-28;9.2;26.8;22.1;20.4;88;11.2;4.3;
2021-01-29;14.6;25.8;22.1;19.9;87.2;11;4.9;
2021-01-30;8.2;28.7;23.1;18.8;80.3;14.3;4.1;
2021-01-31;24;25;20.2;17.6;88.8;20.9;3.7;
2021-02-01;2.2;26.8;22.1;19.1;83.7;5.6;2;
2021-02-02;.2;28;23.5;19;80.6;10.5;3;
2021-02-03;0;29;24.8;22.1;79.1;13.2;3.3;
2021-02-04;5.4;24.1;21.4;19.2;85;16.2;4.4;
2021-02-05;1.8;24;18.8;13.9;75.1;10.6;3.2;
2021-02-06;0;24.9;18.9;13.9;67.5;9.8;3;
2021-02-07;0;28.2;21.7;15.1;60.2;9.7;3.7;
2021-02-08;0;29;23.1;16.8;54.5;9.2;3.2;
2021-02-09;0;28.3;21.4;17.5;66.3;8.4;2.2;
2021-02-10;.2;27.3;21.5;15.9;67.8;8;2.3;
2021-02-11;2.8;25.8;21.1;17.9;74.2;8.2;2.6;
2021-02-12;11.8;26.3;19.1;17;87.5;13.8;2.7;
2021-02-13;37;27.6;21.1;15.7;79.1;8;2.8;
2021-02-14;.2;28;22.2;19;75.9;18.4;3;
2021-02-15;7;25.3;20;16.9;83.6;13.2;2.9;
2021-02-16;0;26.3;20.6;16.2;80.9;15.3;3.3;
2021-02-17;7;25.8;20.8;15.3;71;10;2.4;
2021-02-18;0;25.1;20.1;13.9;61.8;9;2;
2021-02-19;0;26.2;20.9;14.7;65.1;8.2;2;
2021-02-20;0;29;22.9;17.6;62.5;6.8;2.6;
2021-02-21;0;31.4;24.8;19;60.1;7.5;3;
2021-02-22;0;31.4;25.7;20;60;8.7;2.9;
2021-02-23;0;31.4;25.4;21.1;65.8;15.8;3.3;
2021-02-24;1.2;28.9;23;19.5;76.7;10.1;2.5;
2021-02-25;0;28.7;23.5;19.2;75.7;9;3.3;
2021-02-26;0;29.3;22.9;18.2;69;10.7;3.6;
2021-02-27;0;28.1;22.7;18.1;69;16.4;4.3;
2021-02-28;0;27.9;22.2;16.9;69;14.3;4.8;
2021-03-01;0;28.8;22.9;18.8;74.1;10.5;3.6;
2021-03-02;0;27.6;22.8;19.6;76.7;8.9;3.3;
2021-03-03;2;27.6;22.2;20.5;80.3;9;3.1;
2021-03-04;38;23;20.7;18.9;90.3;9.4;3.3;
2021-03-05;18;25.5;20.3;17.2;89.2;11.3;2.9;
2021-03-06;.6;25.8;20.8;16.3;82.5;7.3;1.9;
2021-03-07;0;27.7;21.8;16.7;70.2;7.7;3;
2021-03-08;0;27.3;22.6;16.9;68.7;9.8;2.8;
2021-03-09;0;26.9;21.4;15;70.3;9;2.6;
2021-03-10;0;25.2;20.3;15.4;65.3;9.3;3.8;
2021-03-11;0;27.5;20.9;15.3;58.3;8;3.3;
2021-03-12;0;28.4;22;15.7;54.8;7.9;2.9;
2021-03-13;0;30.9;23.4;16.5;55.6;9.6;3.2;
2021-03-14;0;30.7;24.4;18.4;59.8;9.7;3.1;
2021-03-15;0;31.4;25.3;19.2;60.2;7.8;3.3;
2021-03-16;0;33.1;25.9;20.5;60.6;9.5;3.3;
2021-03-17;9.8;28.1;23.2;19;73.9;14;3.6;
2021-03-18;.2;27;21.5;17.5;75.7;7.4;2.5;
2021-03-19;0;30.6;22.6;16.3;68.5;9.8;3.7;
2021-03-20;0;30.9;24.5;19.8;65.5;10.4;3.3;
2021-03-21;0;26.6;23.8;21.1;75.2;9.7;3;
2021-03-22;0;31.8;24.7;20;73.2;11.2;2.8;
2021-03-23;0;29.8;24.4;20.9;73.7;7.7;2.6;
2021-03-24;0;31.4;24.4;19;71.8;8.5;2.3;
2021-03-25;0;33.1;24.9;18.8;62;9.3;3.5;
2021-03-26;.2;27.5;22.5;19.3;78.5;13.9;3.1;
2021-03-27;6.4;25.5;21;18.9;88.7;10.2;3.8;
2021-03-28;11.2;25;21.2;18.8;85.5;9.7;3;
2021-03-29;7.6;21.5;18.5;16.9;93.8;7.7;2.2;
2021-03-30;3.8;20.6;16.9;13.5;86;7.9;2.1;
2021-03-31;0;22.9;17.3;13.6;74.9;9.8;3.1;
2021-04-01;0;23.4;17.4;12.4;67.2;10.9;3.8;
2021-04-02;0;27.4;19.7;13.7;63.3;9.2;3.2;
2021-04-03;0;27.9;21.3;15.7;59;6.5;2.7;
2021-04-04;0;28.5;21.2;15;61.6;7.4;3;
2021-04-05;0;27.3;21.3;16.3;63.2;7.6;2.7;
2021-04-06;0;26.9;21.2;17;64;7.2;2.5;
2021-04-07;0;28.8;21.7;16.4;63.3;10;3.5;
2021-04-08;0;30;22.6;16.3;60.5;11.9;3.4;
2021-04-09;0;30.5;23.9;18.2;59.8;12.9;3.6;
2021-04-10;0;30.7;24.8;19.9;52.7;10.1;3;
2021-04-11;0;32.1;23.8;19.7;52.4;15;4;
2021-04-12;2.2;23.8;19.2;15.5;81.8;9.1;2.5;
2021-04-13;.2;27.6;19.8;13.5;68.5;10.4;3.4;
2021-04-14;0;23.9;19.9;16.5;73.8;8.4;3;
2021-04-15;0;26.5;20;16.1;69.8;8.3;3.4;
2021-04-16;15.8;20.4;17.7;15.5;90.3;9.2;2.2;
2021-04-17;3.4;23.6;19.3;16.8;83.3;8.4;3.5;
2021-04-18;0;25;19.7;15.4;72.6;8.9;4;
2021-04-19;0;25.5;20.3;15;67.9;8;3.6;
2021-04-20;0;25.7;20;14.5;61.5;10.5;3.1;
2021-04-21;0;25.7;19.5;14.7;63.2;8.5;3.4;
2021-04-22;0;26.1;19.6;14.1;63.1;9.1;2.9;
2021-04-23;0;27;19.8;14.3;58.2;7.5;3;
2021-04-24;0;21.2;18.1;14.5;71.2;6;2.6;
2021-04-25;1.2;19.1;16.5;14.9;88.4;8.3;2.2;
2021-04-26;0;20.5;15.7;11.2;71.7;6.8;2.2;
2021-04-27;.2;20.8;15.1;10.8;61.9;9.1;3.3;
2021-04-28;0;21.9;15.1;9.7;57.1;9.2;3.1;
2021-04-29;0;23.3;16.2;10;57.5;8.9;3.6;
2021-04-30;0;23.9;17.6;11.8;60.3;8.5;3.2;
2021-05-01;0;26.2;19;13;57.7;8;2.8;
2021-05-02;0;27.9;20.7;15.5;64.8;8.7;3.3;
2021-05-03;0;29.5;22.8;18;59.4;9.3;3.3;
2021-05-04;0;30.4;23.8;17.7;52.2;10.2;3.4;
2021-05-05;.2;27.4;20.9;17.4;72.3;9.8;3.2;
2021-05-06;16.4;18.8;14.1;13.3;95.2;11.1;2.9;
2021-05-07;10.8;16.2;11.5;7.8;75.9;11.4;4;
2021-05-08;0;21.5;13.4;7.1;73.1;6.8;3;
2021-05-09;0;23.2;16.2;9.4;65.6;8.8;2.9;
2021-05-10;0;25.3;18.6;12.7;64.3;7.4;3.3;
2021-05-11;1;20.7;16;14.3;88.3;6.4;2.1;
2021-05-12;10.4;16.4;13;11.4;90.2;8.6;3.4;
2021-05-13;.2;20.1;12.7;8.4;81.8;8.5;3.5;
2021-05-14;.2;20.7;14.7;9;73;6.7;2.3;
2021-05-15;0;21.5;14.8;9;76;7;2.6;
2021-05-16;0;21.9;16.4;11.5;70.5;7.5;2.5;
2021-05-17;0;21.3;16.2;12.4;69.9;9.1;1.8;
2021-05-18;0;20.7;14.8;8.5;68.8;5.3;1.7;
2021-05-19;0;23.3;15.5;8.1;60.3;6.1;2.5;
2021-05-20;0;26.3;18.3;11.1;50;7.9;2.7;
2021-05-21;0;28.6;20.4;13.9;59.5;16.4;5.7;
2021-05-22;11.8;24.7;16.3;15.3;89.2;13.8;3;
